,Symbol,priceEarningsRatio,returnOnEquity,priceEarningsToGrowthRatio,priceToSalesRatio,priceToBookRatio,debtEquityRatio,priceToFreeCashFlowsRatio,EPS,dividendPayoutRatio,Dividend Yield,Net Profit Margin,debtRatio,Dividends per Share Growth,10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Sector,2016 PRICE VAR [%],intercept
3643,DXC,0.0,,,0.7404,0.0,,19.778,,,0.0,-0.099,,0.0,,,,Technology,90.45436419486252,1
3644,STM,55.5,0.0225,52.517046326123,0.8439,,0.348,16.9692,0.12,3.3653846153846003,0.0556,0.0151,0.1967,-0.0133,0.1192,0.1199,-0.0597,Technology,79.50827068859931,1
3645,NPTN,108.6,0.0173,110.79390948746,1.2965,2.2065,0.2087,42.572,0.1,-0.0,0.0,0.0108,0.1292,0.0,,0.0,0.0,Technology,8.425277132296625,1
3646,HMNY,0.0,-1.1236,,0.3327,1.7249,0.0,0.0,-227.5,,0.0,-0.2167,0.0,-1.0,0.0,0.0,0.0,Technology,137.41007194244602,1
3647,KN,0.0,-0.2322,,1.5643,0.0,0.4259,80.9148,-2.69,,0.0,-0.3102,0.2528,0.0,,0.0,0.0,Technology,19.0170878196159,1
3648,CIEN,244.3,0.0188,247.9560195423,1.3461,20.251,2.0522,14.4643,0.1,-0.0,0.0,0.0048,0.4728,0.0,0.0,0.0,0.0,Technology,20.602767408349496,1
3649,EQIX,93.0462,0.0684,86.488523725329,6.3551,12.5468,2.3753,654.4469,3.25,2.7770671125928,0.0586,0.0689,0.6296,1.3395,0.0,0.0,0.0,Technology,23.26828784669995,1
3650,VRNT,101.3208,0.031,100.86176327956,2.8893,0.0,0.7278,18.9642,0.53,-0.0,0.0,0.0274,0.3103,0.0,,0.0,0.0,Technology,-12.07283645339537,1
3651,FIS,27.2973,0.0678,26.175852056962,2.5923,0.0,1.2278,24.1215,2.22,0.48259493670886,0.0172,0.0958,0.4368,0.0833,0.1792,0.3906,0.0914,Technology,28.10628876202977,1
3652,WDAY,0.0,-0.2202,,19.3181,13.9105,0.4309,0.0,-1.35,,0.0,-0.3148,0.2064,0.0,,0.0,0.0,Technology,-15.007723093801815,1
3653,MXIM,47.0959,0.09,41.706852959163,4.2326,6.4421,0.4317,15.0755,0.73,1.5429629485823,0.0326,0.0893,0.2345,0.0769,0.1141,0.0696,0.0837,Technology,8.81413897990681,1
3654,CSOD,0.0,-10.9328,,5.5364,0.0,29.3196,125.7073,-1.58,,0.0,-0.2518,0.4108,0.0,,0.0,0.0,Technology,23.894581208813282,1
3655,VEEV,92.0968,0.0987,90.84174971348801,11.9037,9.4011,0.0,89.7417,0.31,-0.0,0.0,0.1281,0.0,0.0,,,0.0,Technology,41.86127572435868,1
3656,FORM,0.0,-0.0052,,1.8765,2.2213,0.0,18.3744,-0.03,,0.0,-0.0054,0.0,0.0,0.0,0.0,0.0,Technology,30.384163100287466,1
3657,BRKS,55.7619,0.0225,51.391347760354,1.4299,1.7411,0.0,28.6143,0.21,1.8980381126503,0.0342,0.0257,0.0,0.1765,0.0,0.0,0.0772,Technology,71.83021442997827,1
3658,WB,114.7059,0.056,116.82770182760001,8.3101,,0.0,23.7222,0.17,-0.0,0.0,0.0727,0.0,0.0,,,0.0,Technology,115.27039851651566,1
3659,ASX,14.4643,0.1278,0.0,0.1574,,0.7768,1.3716,0.392,0.77525639884722,0.0017,0.0697,0.3287,0.4412,,0.4034,0.4374,Technology,-5.008939610130891,1
3660,EVH,0.9216,0.512,0.91524114720867,7.3752,0.0,0.0,0.0,13.14,-0.0,0.0,3.4321,0.0,0.0,,,,Technology,25.21151076861311,1
3661,UIS,0.0,0.0791,,0.183,0.0,-0.2234,0.0,-2.2,,0.0,-0.0364,0.1458,0.0,0.0,0.0,0.0,Technology,39.98126762243643,1
3662,LITE,0.0,-0.0089,,1.1965,2.8301,0.0,0.0,-0.06,,0.0,-0.0041,0.0,0.0,,,0.0,Technology,73.08554257918806,1
3663,GWRE,421.7857,0.0143,418.61227793627,10.9474,6.1803,0.0,72.1204,0.14,-0.0,0.0,0.026,0.0,0.0,,0.0,0.0,Technology,-15.167668896619015,1
3664,ANET,43.0055,0.1511,43.106558871679,6.2968,6.62,0.0523,23.5756,1.81,-0.0,0.0,0.1422,0.0355,0.0,,,0.0,Technology,25.02583299137415,1
3665,CSIQ,9.4026,0.2099,9.3907811014715,0.4607,,2.9098,0.0,3.08,-0.0,0.0,0.0496,0.5399,0.0,0.0,0.0,0.0,Technology,-56.46890455880871,1
3666,ICHR,0.0,0.0753,0.0,0.6808,0.0,0.8381,0.0595,-517.68,3.9329896907216,0.0,0.0194,0.3161,0.0,,,,Technology,10.747176948453172,1
3667,CARB,0.0,-20.1445,,1.955,0.0,0.0,70.9943,-0.8,,0.0,-0.1582,0.0,0.0,,0.0,0.0,Technology,70.47816854082176,1
3668,TLND,0.0,0.4193,,6.0087,0.0,-0.1932,0.0,-5.79,,0.0,-0.2897,0.211,0.0,,,,Technology,-12.941173478668812,1
3669,SAP,28.4573,0.1317,30.189048089116998,4.6734,,0.4092,31.653,2.7796,0.42950391644908,0.0163,0.1474,0.2301,-0.2263,0.2849,0.0741,-0.1287,Technology,13.949227355243346,1
3670,CREE,0.0,-0.0263,,1.7351,1.8022,0.0812,0.0,-0.57,,0.0,-0.0396,0.0678,0.0,0.0,0.0,0.0,Technology,-1.6032822895921346,1
3671,COHR,18.3495,0.0959,18.368932979099,1.7549,2.079,0.0,13.5664,3.09,-0.0,0.0,0.0952,0.0,0.0,0.0,0.0,0.0,Technology,120.74228098419432,1
3672,AYI,37.9864,0.1633,37.385766681675,3.1348,14.6937,0.2591,35.9388,5.13,0.10220621341738,0.0027,0.0821,0.1464,0.0,-0.0142,0.0,0.0,Technology,-0.7931960378569903,1
3673,IMMR,116.6,0.033,114.62946815955,5.2025,3.8223,0.0,58.3457,0.1,-0.0,0.0,0.0451,0.0,0.0,0.0,0.0,0.0,Technology,1.5281742438533323,1
3674,NTES,22.9548,0.2303,84.91783444942,25.9746,,0.0777,82.5428,7.8955,0.21795715822226006,0.0015,0.2954,0.0552,-0.3169,0.0,0.0,0.0,Technology,27.572834530718346,1
3675,LTRPA,0.0,-0.0495,,1.4505,0.0,0.7686,8.1361,-0.53,,0.0,-0.0256,0.0852,0.0,,,0.0,Technology,-47.7067413771176,1
3676,PTC,77.4146,0.0553,76.6019408289,2.8869,0.0,0.7767,24.4043,0.41,-0.0,0.0,0.0379,0.3023,0.0,0.0,0.0,0.0,Technology,37.17758993688955,1
3677,CDW,17.7384,0.3678,17.075416149839,0.5479,0.0,2.9745,38.2039,2.37,0.13123294467874,0.0074,0.031,0.4825,0.5867,,0.0,0.0,Technology,28.98854770311565,1
3678,EGOV,31.2381,0.3625,28.501800483575,4.4168,11.3747,0.0,27.1216,0.63,-0.0,0.0279,0.1436,0.0,0.1,0.0,0.0,0.3006,Technology,31.37374843622117,1
3679,RESN,0.0,-1.5019999999999998,,0.0,3.3861,0.0,0.0,-1.36,,0.0,0.0,0.0,0.0,,,,Technology,91.28787841158686,1
3680,DDD,0.0,-0.9994,,1.462,3.1361,0.0133,0.0,-5.85,,0.0,-0.984,0.0098,0.0,0.0,0.0,0.0,Technology,35.19837299085656,1
3681,TRMB,45.9362,0.0914,32.691690798692,2.3611,0.0,0.3141,17.6388,0.47,-0.0,0.0,0.0894,0.1907,0.0,0.0,0.0,0.0,Technology,39.64798242447598,1
3682,TDOC,0.0,-0.3249,,8.9247,3.3445,0.1483,0.0,-2.91,,0.0,-0.7498,0.1152,0.0,,,,Technology,-8.282377932601571,1
3683,SFUN,0.0,-0.0177,,0.6917,,0.919,0.0,-0.18,,0.0257,-0.0171,0.3423,-0.81,,0.0,-0.4251,Technology,-51.47928997421919,1
3684,SNE,0.0,-0.0544,,0.0037,,0.4029,0.0529,-0.9427,,0.0,-0.0153,0.059,-1.0,-1.0,-1.0,-1.0,Technology,14.04592157212694,1
3685,SYNA,28.4849,0.1365,51.957097739362,1.842,9.0291,0.0058,20.649,2.99,-0.0,0.0,0.0988,0.0043,0.0,0.0,0.0,0.0,Technology,-31.175333485888558,1
3686,MTCH,19.6377,0.4318,26.598208102935,3.6982,0.0,4.3645,15.1393,0.69,-0.0,0.0,0.1323,0.6373,0.0,,,,Technology,27.99401673657741,1
3687,TRHC,0.0,0.4057,,2.5672,0.0,-1.2592,34.7397,-2.97,,0.0,-0.1832,0.6796,0.0,,,,Technology,0.6720391601231342,1
3688,XNET,0.0,-0.0324,,23.7744,,0.0001,286.7539,-0.196,,0.0,-0.1384,0.0001,0.0,,,0.0,Technology,-49.343832636913284,1
3689,TIVO,0.0,-0.0042,,4.2632,0.0,0.9385,10.6563,-0.05,,0.0,-0.0082,0.4398,0.0,,,,Technology,22.29372019075306,1
3690,MSI,22.3693,-5.7547,20.943831672131,2.1222,0.0,-41.0283,16.0926,3.06,0.45409836065574,0.0209,0.1071,0.5211,0.1,0.0247,0.0,0.1421,Technology,26.337174290030013,1
3691,LPSN,0.0,-0.16,,1.6185,6.3177,0.0,43.0521,-0.47,,0.0,-0.1106,0.0,0.0,0.0,0.0,0.0,Technology,12.855009359621954,1
3692,ADTN,47.8333,0.0388,43.951620052558,1.4222,1.7895,0.0581,126.1772,0.36,0.98943473130966,0.0209,0.0311,0.0441,0.0,0.0057,0.0,0.0,Technology,32.97886882880768,1
3693,WHR,14.7608,0.1651,13.37582385696,0.5497,0.0,0.8429,21.5647,9.95,0.34355044699871995,0.0235,0.0375,0.2103,0.2,0.0721,0.1494,0.1993,Technology,25.64568867271589,1
3694,COMM,0.0,-0.058,,1.2964,0.0,4.2885,17.9392,-0.37,,0.0,-0.0186,0.6989,0.0,,,0.0,Technology,45.312500814907246,1
3695,SHOP,0.0,-0.0962,,9.3576,,0.0,0.0,-0.3,,0.0,-0.0916,0.0,0.0,,,0.0,Technology,66.67962704658996,1
3696,PANW,0.0,-0.2691,,16.7509,57.452,0.9984,47.5352,-1.61,,0.0,-0.1415,0.2479,0.0,,0.0,0.0,Technology,-27.09305040995985,1
3697,CHKP,21.248,0.1942,21.807332270647997,9.1769,,0.0,16.0455,3.83,-0.0,0.0,0.4208,0.0,0.0,0.0,0.0,0.0,Technology,6.265721586818004,1
3698,FFIV,22.8402,0.2772,22.824097705840998,4.2828,10.7565,0.0,13.3461,5.07,-0.0,0.0,0.1901,0.0,0.0,0.0,0.0,0.0,Technology,49.303621959212464,1
3699,SCWX,0.0,-0.0634,,2.9955,0.0,0.0,0.0,-0.55,,0.0,-0.1468,0.0,,,,,Technology,-24.35714176722936,1
3700,CRUS,37.7273,0.0729,37.607372503534,2.2724,6.5639,0.2384,15.8204,0.88,-0.0,0.0,0.0602,0.1571,0.0,0.0,0.0,0.0,Technology,92.96929142582322,1
3701,WSO,23.8554,0.1806,21.364831934826,1.0048,9.8749,0.2564,20.6734,4.91,0.56978297451555,0.0239,0.042,0.1373,0.4,0.1627,0.0654,-0.2582,Technology,31.94866470248073,1
3702,RCM,0.0,0.3952,,0.0317,0.0,0.0,0.0,-0.87,,0.0,-0.7193,0.0,0.0,,,0.0,Technology,0.0,1
3703,WUBA,0.0,-0.0862,,1.0748,,0.0979,0.0,-2.0644,,0.0,-0.3514,0.0677,0.0,,,,Technology,-55.099423146329976,1
3704,TSEM,0.0,-0.0746,,0.8494,,0.728,217.0616,-0.308,,0.0,-0.0309,0.2997,0.0,,,0.0,Technology,38.09870141806114,1
3705,TTD,0.0,0.6197,0.0,6.5063,23.1848,3.1741,0.0,0.85,-0.0,0.0,0.077,0.2135,0.0,,,,Technology,-8.073090612556095,1
3706,ASML,25.3904,0.1654,26.578965037485,6.1125,,0.1347,23.1144,3.4962,0.2179209919262,0.0084,0.2206,0.085,-0.2679,0.0,0.1835,-0.6716,Technology,30.05022417731234,1
3707,ENS,16.1814,0.1744,15.525448685069001,1.1327,5.7333,0.494,22.0522,3.97,0.1751716449213,0.0109,0.0723,0.2402,0.4,0.0,0.0,0.0,Technology,44.293842865290095,1
3708,RP,0.0,-0.0282,,3.7561,68.4378,0.1225,27.3572,-0.12,,0.0,-0.0197,0.0642,0.0,,0.0,0.0,Technology,35.746603991709506,1
3709,FLIR,16.2254,0.1465,15.264337907401,2.4902,4.252,0.2173,17.2184,1.73,0.25404450402588,0.0157,0.1552,0.149,0.1,0.0,0.0,0.1626,Technology,27.82938991750466,1
3710,JCOM,29.8261,0.1501,27.475756962214998,5.5415,0.0,0.6655,18.5146,2.76,0.44019575563471,0.0148,0.1854,0.3321,0.1096,0.0,0.0,0.1178,Technology,3.631227207176397,1
3711,TTMI,0.0,0.0205,38.57964881236,0.3222,2.1015,0.7026,3.9697,-0.28,-0.0,0.0,0.0111,0.3139,0.0,0.0,0.0,0.0,Technology,110.99071259991251,1
3712,IAC,41.7014,0.0662,41.711332550723,1.5424,0.0,0.9792,14.5024,1.44,0.94746886299719,0.0226,0.037000000000000005,0.3405,0.1724,0.0,0.0,0.2361,Technology,10.374787177912344,1
3713,UCTT,0.0,-0.0534,,0.6718,4.0589,0.3759,0.0,0.31,,0.0,-0.0229,0.2247,0.0,0.0,0.0,0.0,Technology,84.76190112885975,1
3714,ANGI,0.0,0.5565,,1.5148,0.0,-24.2058,70.9225,0.0,,0.0,-0.0037,0.3324,0.0,,0.0,0.0,Technology,-9.85761841099059,1
3715,BCOR,0.0,-0.0867,,3.4129,0.0,1.236,8.9354,-0.98,,0.0,-0.3405,0.4397,0.0,0.0,0.0,0.0,Technology,50.35677236572758,1
3716,MOBL,0.0,-1.2398,,1.9418,4.7288,0.0,0.0,-1.07,,0.0,-0.5659,0.0,0.0,,,0.0,Technology,1.902172064482636,1
3717,APH,21.1457,0.2358,20.513956908972002,2.8912,67.2494,0.8688,18.6187,2.47,0.20864440078585,0.0101,0.1371,0.3772,0.1778,0.3326,0.7759999999999999,0.3615,Technology,33.352007456566504,1
3718,USAT,0.0,-0.0204,,1.6625,1.44,0.1188,58.2378,-0.05,,0.0,-0.0188,0.0843,0.0,0.0,0.0,0.0,Technology,43.812714950495455,1
3719,SWIR,0.0,-0.0075,,0.8253,,0.1238,292.8241,-0.08,,0.0,-0.0044,0.0812,0.0,0.0,0.0,0.0,Technology,-0.8838405427659108,1
3720,HUBS,0.0,-0.3784,,10.5526,17.96,0.0067,0.0,-1.39,,0.0,-0.2531,0.0037,0.0,,0.0,0.0,Technology,-14.374201999237757,1
3721,VRNS,0.0,-0.2546,,3.8067,5.803,0.0,0.0,-0.84,,0.0,-0.1673,0.0,0.0,,,0.0,Technology,47.49586749878993,1
3722,ANY,0.0,-0.6931,,0.6873,0.0,0.5414,0.0,-248.0,,0.0,-0.6201,0.2652,0.0,,,,Technology,-77.94117647058823,1
3723,SINA,114.8837,0.01,115.88549731287,3.3676,,0.31,10.5271,0.43,-0.0,0.0,0.0292,0.1825,0.0,0.0,0.0,0.0,Technology,26.883742661524877,1
3724,SQNS,0.0,21.9567,,3.8179,,-17.2748,0.0,-0.46,,0.0,-0.8423,0.4413,0.0,,0.0,0.0,Technology,-14.611874159411233,1
3725,FTNT,623.4,0.0106,664.94308876925,5.3202,7.3071,0.0,21.6604,0.05,-0.0,0.0,0.0079,0.0,0.0,,0.0,0.0,Technology,-0.3638726585134189,1
3726,XPER,13.2788,0.2271,11.809949367607999,5.6039,3.7121,0.0,10.6278,2.26,0.35616496889314003,0.0267,0.4282,0.0,-0.1304,0.0,0.0,0.3867,Technology,54.789522593287174,1
3727,RPD,0.0,-0.7324,,5.6938,0.0,0.0,0.0,-4.0,,0.0,-0.4511,0.0,0.0,,,0.0,Technology,-16.242255334127645,1
3728,AMBA,33.3,0.2132,33.294409569318,7.8631,7.2953,0.0,33.0812,1.7,-0.0,0.0,0.2317,0.0,0.0,,0.0,0.0,Technology,-0.018467531669597328,1
3729,AMKR,27.6364,0.0426,28.182081490469,0.5003,1.2242,1.3222,26.6947,0.22,-0.0,0.0,0.0177,0.3942,0.0,0.0,0.0,0.0,Technology,74.66887843320782,1
3730,COUP,0.0,0.3762,,14.6249,0.0,0.0,0.0,-9.1,,0.0,-0.5369,0.0,,,,,Technology,-24.8497561711442,1
3731,MITK,39.875,0.083,38.883650039588,3.897,4.0989,0.0,16.2832,0.08,-0.0,0.0,0.0996,0.0,0.0,0.0,0.0,0.0,Technology,50.000005815087434,1
3732,BHE,11.173,0.0722,10.851569852516999,0.4111,0.9293,0.1779,9.6983,1.85,-0.0,0.0,0.0375,0.1242,0.0,0.0,0.0,0.0,Technology,50.691716355393496,1
3733,INFN,47.4359,0.0675,47.937782370218,2.9169,6.2526,0.1618,27.0442,0.39,-0.0,0.0,0.058,0.1007,0.0,0.0,0.0,0.0,Technology,-51.76136598237286,1
3734,SREV,0.0,-0.2743,,1.5769,2.8728,0.8532,0.0,-0.48,,0.0,-0.161,0.3976,0.0,,0.0,0.0,Technology,30.27522143124856,1
3735,CMCM,80.9091,0.0618,124.71587496472999,6.0134,,0.0493,24.7005,0.198,-0.0,0.0,0.0467,0.0286,0.0,,,0.0,Technology,-38.56040877621149,1
3736,UPLD,0.0,-0.2267,,1.5686,0.0,0.396,0.0,-0.91,,0.0,-0.1954,0.195,0.0,,,0.0,Technology,27.49287512225745,1
3737,GLUU,0.0,-0.0234,,1.2764,1.586,0.0,0.0,-0.06,,0.0,-0.0288,0.0,0.0,0.0,0.0,0.0,Technology,-19.834710906644748,1
3738,SEDG,121.1667,0.1265,20.485337571610998,4.3764,2.5917,0.0,1497.1308,0.3,-0.0,0.0,0.065,0.0,0.0,,,,Technology,-55.71428707667759,1
3739,LLNW,0.0,-0.1209,,0.8628,1.2138,0.0096,0.0,-0.24,,0.0,-0.1401,0.0084,0.0,0.0,0.0,0.0,Technology,77.4647927525451,1
3740,CSGS,17.9005,0.1809,16.670179008103002,1.5633,21.7074,0.8071,9.4588,2.01,0.355426982275,0.0195,0.0831,0.3235,0.1254,0.0,0.0,0.0,Technology,41.05775831781787,1
3741,DPW,0.0,-0.3158,,0.4712,1.0542,0.0,0.0,-128.0,,0.0,-0.1411,0.0,0.0,0.0,0.0,0.0,Technology,12.06896551724138,1
3742,WAT,23.6105,0.2278,23.623724568439002,5.3813,7.467,0.8103,23.4149,5.7,-0.0,0.0,0.2297,0.3908,0.0,0.0,0.0,0.0,Technology,3.099342613704603,1
3743,MKSI,15.6522,0.1053,15.097779301209,2.3567,2.0888,0.0,15.2378,2.3,0.29411187518909004,0.0188,0.1503,0.0,0.0305,0.0,0.0,0.0287,Technology,69.41740857528698,1
3744,CDK,48.6306,0.2316,46.699851345291,4.1938,0.0,1.2777,42.3094,1.11,0.3262331838565,0.0067,0.0865,0.3907,0.0,,,0.0,Technology,28.722892722873397,1
3745,MXL,0.0,-0.161,,3.0201,5.6382,0.0,15.1073,-0.79,,0.0,-0.1409,0.0,0.0,,0.0,0.0,Technology,53.629315586432774,1
3746,WIX,0.0,13.4912,,4.2946,,0.0,60.1374,-1.3,,0.0,-0.2522,0.0,0.0,,,0.0,Technology,97.91203369202957,1
3747,AAOI,24.8696,0.0653,24.845277631798,1.5212,1.7995,0.4105,0.0,0.69,-0.0,0.0,0.0568,0.2483,0.0,,,0.0,Technology,43.891953448050565,1
3748,AZPN,33.9925,-2.4391,34.005834959081994,8.8311,0.0,0.0,21.8429,1.34,-0.0,0.0,0.2689,0.0,0.0,0.0,0.0,0.0,Technology,48.789116476668795,1
3749,SOHU,0.0,-0.04,,1.1407,1.453,0.2776,8.4007,-1.28,,0.0,-0.0256,0.1132,0.0,0.0,0.0,0.0,Technology,-36.72517079779521,1
3750,IPHI,0.0,-0.0466,,5.502000000000002,4.9162,0.5907,18.5948,-0.35,,0.0,-0.0703,0.34,0.0,,0.0,0.0,Technology,69.52887328740815,1
3751,BLKB,117.6071,0.1218,114.63293486136999,4.8419,0.0,1.9378,31.5918,0.56,0.87753908534446,0.0073,0.0402,0.3336,0.0,0.0915,0.0176,0.0,Technology,1.1839787317920898,1
3752,ENPH,0.0,-0.5328,,0.4454,4.5018,0.4101,0.0,-0.49,,0.0,-0.0618,0.1027,0.0,,0.0,0.0,Technology,-71.06017227211059,1
3753,HLIT,0.0,-0.0477,,0.9399,2.7387,0.2995,0.0,-0.18,,0.0,-0.0415,0.1872,0.0,0.0,0.0,0.0,Technology,26.582276952933327,1
3754,ST,22.4683,0.2084,22.544205671736,2.6348,0.0,2.1581,22.0224,2.05,-0.0,0.0,0.1169,0.5717,0.0,,0.0,0.0,Technology,-13.732005655383553,1
3755,CRTO,41.25,0.1256,41.117756626870005,1.8227,5.9374,0.022,39.7882,0.96,-0.0,0.0,0.045,0.0124,0.0,,,0.0,Technology,6.673600679136992,1
3756,ROG,20.4643,0.0792,20.453205310881,1.4421,2.8356,0.3119,19.3011,2.52,-0.0,0.0,0.0722,0.196,0.0,0.0,0.0,0.0,Technology,59.55546018372039,1
3757,UMC,11.5621,0.0567,1.7191631505241,0.1652,,0.238,21.0025,0.1626,0.54892510128472,0.001,0.0873,0.1581,-0.1364,-0.2414,0.0225,-0.0328,Technology,2.0627490081226263,1
3758,KEYS,10.977,0.394,10.993235867446,1.9801,15.8414,0.8441,19.7878,3.04,-0.0,0.0,0.1796,0.3133,0.0,,,0.0,Technology,31.499462053603423,1
3759,AXTI,0.0,-0.0169,,1.0413,0.6003,0.0,0.0,-0.07,,0.0,-0.0287,0.0,0.0,0.0,0.0,0.0,Technology,83.90806067670869,1
3760,EPAM,45.4451,0.1377,45.354326750024,4.2978,8.6165,0.0571,65.5573,1.73,-0.0,0.0,0.0924,0.045,0.0,,0.0,0.0,Technology,-14.401703833859749,1
3761,FIVN,0.0,-0.9832,,3.4096,35.5042,1.7739,0.0,-0.52,,0.0,-0.2005,0.4698,0.0,,,0.0,Technology,71.99999491373697,1
3762,EPAY,0.0,-0.0995,,3.4396,0.0,0.4584,26.6829,-0.92,,0.0,-0.1048,0.232,0.0,0.0,0.0,0.0,Technology,-12.761505608323171,1
3763,AVT,9.8732,0.1221,9.2025332888044,0.3175,1.6957,0.4221,12.5211,4.18,0.15269805022792002,0.0155,0.0324,0.1831,0.0667,0.0,0.0,0.0,Technology,14.319521207789116,1
3764,RMBS,6.2989,0.4015,6.295032168335,4.5587,3.7396,0.3002,17.732,1.84,-0.0,0.0,0.7135,0.2201,0.0,0.0,0.0,0.0,Technology,18.809320763373908,1
3765,OTEX,21.1094,0.1281,19.792777013319,2.6747,0.0,0.8514,11.0954,0.96,0.3739603204069501,0.0177,0.1265,0.3577,0.1511,0.0,0.0,0.0,Technology,31.736432658878226,1
3766,SANM,4.8547,0.2481,4.85363406236,0.2825,1.1805,0.3534,21.203000000000007,4.61,-0.0,0.0,0.0592,0.1538,0.0,0.0,0.0,0.0,Technology,79.65687358438967,1
3767,KOPN,0.0,-0.1551,,5.8683,1.9505,0.0,0.0,-0.23,,0.0,-0.4584,0.0,0.0,0.0,0.0,0.0,Technology,2.5270734196678286,1
3768,SATS,17.906,0.0415,23.563623897181,1.5873,1.1729,0.5933,0.0,1.77,-0.0,0.0,0.0829,0.3041,0.0,0.0,0.0,0.0,Technology,32.346130225076884,1
3769,RNWK,0.0,-0.6782,,1.6665,1.4611,0.0,0.0,-2.26,,0.0,-0.8853,0.0,0.0,0.0,0.0,0.0,Technology,15.165885666873185,1
3770,DMRC,0.0,-0.3485,,14.6587,7.0873,0.0,0.0,-2.19,,0.0,-0.8082,0.0,-1.0,,0.0,-1.0,Technology,-11.842488756563348,1
3771,SAIC,16.206,0.4087,14.538243664763,0.5737,0.0,1.4087,8.7398,3.01,0.36879432624113,0.023,0.0363,0.3499,1.0,,,0.0,Technology,98.15452755213111,1
3772,DIOD,45.96,0.0305,45.64001812639,1.3154,2.3915,0.5834,0.0,0.5,-0.0,0.0,0.0286,0.2902,0.0,0.0,0.0,0.0,Technology,15.11211190372046,1
3773,INOV,37.7778,0.0893,37.532417366013,5.8659,4.7569,0.381,60.1214,0.45,-0.0,0.0,0.151,0.2531,0.0,,,0.0,Technology,-38.50746154785156,1
3774,BNFT,0.0,3.4474,,5.7274,0.0,-3.6136,0.0,-2.19,,0.0,-0.3353,0.3573,0.0,,0.0,0.0,Technology,-15.045762183298828,1
3775,GDS,0.0,0.2895,,6.1105,,-7.5661,0.0,-7.92,,0.0,-0.1401,0.5024,0.0,,,,Technology,229.5019435682384,1
3776,SMTC,65.1905,0.0507,65.746485848213,3.2761,10.7884,0.4594,24.6653,0.42,-0.0,0.0,0.0501,0.2725,0.0,0.0,0.0,0.0,Technology,66.84293755495857,1
3777,EVTC,15.0811,0.8693,14.139107940722,3.4109,0.0,6.7103,11.0355,1.11,0.36217013949893,0.0239,0.2286,0.7631,0.0,,,0.0,Technology,11.190145119146132,1
3778,SMCI,20.379,0.1155,14.840016422667999,0.7739,2.425,0.0987,0.0,1.99,-0.0,0.0,0.0474,0.0581,0.0,0.0,0.0,0.0,Technology,18.604649849900127,1
3779,BITA,0.0,-0.0606,,0.2811,,0.0432,3.9813,-1.3434,,0.0,-0.1192,0.0276,0.0,,0.0,0.0,Technology,-27.1538440997784,1
3780,MSTR,19.2165,0.2327,19.218528570485,3.8455,4.6329,0.0,14.9018,9.33,-0.0,0.0,0.1999,0.0,0.0,0.0,0.0,0.0,Technology,15.350895964539475,1
3781,COHU,1280.0,0.001,1278.981788,1.2403,2.2016,0.0,6.9186,0.01,24.86,0.0188,0.0009,0.0,0.0,0.0087,0.0,0.0,Technology,24.13662568679841,1
3782,GRMN,15.4686,0.1364,14.763911179785,2.7276,2.4818,0.0,37.0201,2.39,0.82879136920875,0.0544,0.1618,0.0,0.0635,0.2318,0.0601,0.0473,Technology,39.76394980160215,1
3783,CSLT,0.0,-0.6753,,5.3659,3.4268,0.0,0.0,-0.85,,0.0,-1.0611,0.0,0.0,,,0.0,Technology,19.27710109671395,1
3784,TWOU,0.0,-0.1365,,8.4905,7.3823,0.0,0.0,-0.63,,0.0,-0.17800000000000002,0.0,0.0,,,0.0,Technology,11.501474103934132,1
3785,MLNX,21.07,0.1072,21.032801903245,2.9971,3.1241,0.0,19.1664,2.0,-0.0,0.0,0.1411,0.0,0.0,0.0,0.0,0.0,Technology,0.6150061269760178,1
3786,AVID,121.5,-0.0075,115.88454435483999,0.5696,0.0,-0.3063,0.0,0.06,-0.0,0.0,0.0049,0.4072,0.0,0.0,0.0,0.0,Technology,-40.37940342632693,1
3787,GNRC,26.114,0.1669,26.074567999665998,1.5178,0.0,2.2461,12.8246,1.14,0.018470166051423,0.0,0.059,0.5883,0.0,,0.0,-1.0,Technology,40.92010340191564,1
3788,SLAB,52.8295,0.0502,52.541366613187,3.1743,4.7388,0.1154,15.8272,0.88,-0.0,0.0,0.0613,0.0839,0.0,0.0,0.0,0.0,Technology,37.04406405602932,1
3789,RNG,0.0,-0.2915,,5.6474,17.2808,0.1729,0.0,-0.46,,0.0,-0.1084,0.0886,0.0,,,0.0,Technology,-9.490333153297279,1
3790,PEGA,58.5106,0.1125,57.396047657067,3.0784,8.6654,0.0,37.0523,0.47,0.25312482792798,0.0044,0.0532,0.0,0.1429,0.0,0.1487,0.2599,Technology,33.596757768368924,1
3791,NOVT,13.2233,0.1455,13.223809630774,1.2536,6.2821,0.3915,16.8256,1.03,-0.0,0.0,0.0953,0.2303,0.0,0.0,0.0,0.0,Technology,58.85022372030363,1
3792,PXLW,0.0,-0.4007,,1.1046,2.5015,0.1137,0.0,-0.42,,0.0,-0.1776,0.0684,0.0,0.0,0.0,0.0,Technology,13.821134508006793,1
3793,AEIS,0.0,-0.6013,,2.7931,6.0886,0.0,11.4232,-3.89,,0.0,-0.3821,0.0,0.0,0.0,0.0,0.0,Technology,102.25341934698359,1
